question	i
14	8596
10	8597
6	8598
8	8599
6	8600
6	8601
6	8602
6	8603
6	8604
6	8605
6	8606
8	8607
18	8608
6	8609
6	8610
6	8611
8	8612
6	8613
6	8614
8	8615
6	8616
6	8617
6	8618
6	8619
6	8620
8	8621
4	8622
10	8623
10	8624
12	8625
8	8626
8	8627
8	8628
6	8629
4	8630
10	8631
10	8632
10	8633
10	8634
10	8635
6	8636
10	8637
6	8638
6	8639
6	8640
10	8641
8	8642
14	8643
10	8644
8	8645
6	8646
10	8647
8	8648
10	8649
8	8650
6	8651
10	8652
10	8653
6	8654
10	8655
8	8656
10	8657
10	8658
10	8659
10	8660
6	8661
10	8662
8	8663
10	8664
18	8665
10	8666
10	8667
8	8668
10	8669
10	8670
10	8671
10	8672
10	8673
10	8674
6	8675
8	8676
10	8677
10	8678
6	8679
10	8680
10	8681
2	8682
10	8683
6	8684
10	8685
10	8686
10	8687
10	8688
10	8689
10	8690
8	8691
10	8692
6	8693
6	8694
10	8695
10	8696
8	8697
10	8698
10	8699
10	8700
10	8701
2	8702
8	8703
6	8704
10	8705
6	8706
8	8707
10	8708
10	8709
8	8710
10	8711
10	8712
6	8713
10	8714
8	8715
10	8716
8	8717
10	8718
10	8719
10	8720
10	8721
8	8722
10	8723
10	8724
10	8725
6	8726
6	8727
2	8728
6	8729
10	8730
10	8731
10	8732
10	8733
8	8734
10	8735
8	8736
8	8737
8	8738
10	8739
10	8740
8	8741
10	8742
6	8743
8	8744
6	8745
10	8746
10	8747
10	8748
8	8749
6	8750
10	8751
6	8752
8	8753
10	8754
10	8755
10	8756
10	8757
10	8758
8	8759
10	8760
10	8761
8	8762
10	8763
4	8764
6	8765
10	8766
10	8767
10	8768
8	8769
6	8770
8	8771
8	8772
8	8773
8	8774
6	8775
8	8776
8	8777
10	8778
10	8779
20	8780
8	8781
6	8782
8	8783
6	8784
10	8785
4	8786
10	8787
10	8788
10	8789
8	8790
8	8791
10	8792
6	8793
4	8794
10	8795
8	8796
4	8797
6	8798
10	8799
10	8800
6	8801
2	8802
10	8803
10	8804
16	8805
10	8806
8	8807
6	8808
10	8809
10	8810
10	8811
20	8812
6	8813
10	8814
10	8815
8	8816
10	8817
6	8818
8	8819
12	8820
10	8821
6	8822
10	8823
10	8824
10	8825
6	8826
10	8827
10	8828
10	8829
8	8830
6	8831
6	8832
10	8833
6	8834
8	8835
8	8836
10	8837
10	8838
10	8839
8	8840
10	8841
10	8842
10	8843
8	8844
8	8845
10	8846
10	8847
10	8848
8	8849
10	8850
8	8851
10	8852
4	8853
18	8854
2	8855
10	8856
4	8857
2	8858
2	8859
20	8860
6	8861
6	8862
18	8863
10	8864
8	8865
10	8866
10	8867
10	8868
10	8869
8	8870
8	8871
8	8872
10	8873
6	8874
10	8875
6	8876
10	8877
10	8878
10	8879
10	8880
10	8881
18	8882
6	8883
14	8884
8	8885
10	8886
10	8887
10	8888
8	8889
10	8890
8	8891
10	8892
10	8893
8	8894
10	8895
10	8896
8	8897
14	8898
10	8899
10	8900
10	8901
8	8902
8	8903
8	8904
8	8905
10	8906
8	8907
10	8908
10	8909
10	8910
10	8911
6	8912
10	8913
16	8914
10	8915
10	8916
10	8917
8	8918
6	8919
10	8920
8	8921
10	8922
10	8923
6	8924
10	8925
8	8926
10	8927
6	8928
6	8929
10	8930
6	8931
8	8932
10	8933
10	8934
10	8935
6	8936
10	8937
10	8938
10	8939
2	8940
10	8941
8	8942
20	8943
20	8944
10	8945
10	8946
10	8947
20	8948
20	8949
6	8950
10	8951
10	8952
10	8953
10	8954
10	8955
10	8956
10	8957
10	8958
8	8959
10	8960
10	8961
10	8962
10	8963
10	8964
10	8965
10	8966
8	8967
8	8968
10	8969
10	8970
10	8971
10	8972
10	8973
6	8974
10	8975
6	8976
6	8977
6	8978
6	8979
6	8980
8	8981
6	8982
10	8983
10	8984
6	8985
6	8986
6	8987
14	8988
10	8989
10	8990
10	8991
8	8992
10	8993
10	8994
10	8995
4	8996
10	8997
6	8998
2	8999
10	9000
10	9001
8	9002
10	9003
10	9004
6	9005
2	9006
10	9007
8	9008
10	9009
10	9010
8	9011
10	9012
10	9013
10	9014
8	9015
10	9016
10	9017
8	9018
10	9019
8	9020
8	9021
10	9022
10	9023
10	9024
8	9025
8	9026
10	9027
10	9028
10	9029
6	9030
8	9031
10	9032
6	9033
10	9034
8	9035
8	9036
8	9037
10	9038
10	9039
6	9040
8	9041
10	9042
6	9043
2	9044
8	9045
6	9046
8	9047
10	9048
10	9049
10	9050
10	9051
10	9052
10	9053
8	9054
18	9055
4	9056
10	9057
10	9058
2	9059
6	9060
10	9061
10	9062
6	9063
10	9064
14	9065
10	9066
10	9067
10	9068
10	9069
10	9070
8	9071
10	9072
10	9073
6	9074
8	9075
20	9076
10	9077
8	9078
18	9079
16	9080
14	9081
10	9082
8	9083
6	9084
4	9085
6	9086
16	9087
8	9088
6	9089
6	9090
8	9091
6	9092
10	9093
20	9094
8	9095
8	9096
10	9097
12	9098
10	9099
10	9100
10	9101
10	9102
8	9103
20	9104
10	9105
8	9106
10	9107
8	9108
10	9109
10	9110
10	9111
8	9112
6	9113
10	9114
10	9115
10	9116
8	9117
8	9118
10	9119
10	9120
10	9121
8	9122
2	9123
10	9124
10	9125
10	9126
6	9127
10	9128
10	9129
6	9130
8	9131
8	9132
8	9133
10	9134
10	9135
10	9136
6	9137
6	9138
8	9139
18	9140
10	9141
8	9142
10	9143
10	9144
6	9145
6	9146
10	9147
6	9148
10	9149
10	9150
10	9151
8	9152
6	9153
10	9154
6	9155
18	9156
10	9157
10	9158
10	9159
6	9160
10	9161
10	9162
6	9163
10	9164
8	9165
10	9166
8	9167
4	9168
10	9169
8	9170
10	9171
10	9172
8	9173
6	9174
10	9175
8	9176
10	9177
8	9178
8	9179
6	9180
6	9181
10	9182
10	9183
8	9184
14	9185
10	9186
8	9187
6	9188
8	9189
10	9190
10	9191
8	9192
8	9193
10	9194
10	9195
10	9196
10	9197
10	9198
8	9199
10	9200
10	9201
12	9202
8	9203
8	9204
10	9205
10	9206
10	9207
10	9208
10	9209
6	9210
10	9211
8	9212
6	9213
8	9214
10	9215
20	9216
10	9217
10	9218
10	9219
10	9220
10	9221
10	9222
10	9223
6	9224
8	9225
6	9226
10	9227
10	9228
8	9229
6	9230
6	9231
20	9232
10	9233
10	9234
10	9235
8	9236
8	9237
6	9238
6	9239
10	9240
10	9241
10	9242
10	9243
10	9244
10	9245
10	9246
10	9247
10	9248
10	9249
10	9250
10	9251
10	9252
10	9253
10	9254
10	9255
10	9256
10	9257
10	9258
10	9259
10	9260
10	9261
20	9262
10	9263
8	9264
2	9265
10	9266
6	9267
10	9268
2	9269
4	9270
4	9271
4	9272
2	9273
10	9274
10	9275
10	9276
10	9277
10	9278
10	9279
10	9280
10	9281
10	9282
8	9283
8	9284
8	9285
10	9286
8	9287
8	9288
8	9289
10	9290
6	9291
10	9292
10	9293
10	9294
10	9295
10	9296
10	9297
10	9298
10	9299
10	9300
6	9301
6	9302
4	9303
10	9304
2	9305
10	9306
12	9307
8	9308
10	9309
6	9310
8	9311
6	9312
10	9313
10	9314
8	9315
10	9316
6	9317
10	9318
14	9319
10	9320
10	9321
8	9322
10	9323
10	9324
6	9325
10	9326
10	9327
8	9328
4	9329
10	9330
10	9331
20	9332
10	9333
10	9334
10	9335
8	9336
8	9337
10	9338
10	9339
10	9340
10	9341
8	9342
10	9343
6	9344
8	9345
8	9346
8	9347
10	9348
8	9349
10	9350
10	9351
10	9352
6	9353
10	9354
10	9355
10	9356
2	9357
10	9358
10	9359
10	9360
10	9361
12	9362
8	9363
6	9364
6	9365
6	9366
8	9367
10	9368
10	9369
6	9370
8	9371
8	9372
10	9373
10	9374
10	9375
8	9376
10	9377
8	9378
10	9379
10	9380
10	9381
10	9382
6	9383
8	9384
10	9385
10	9386
10	9387
10	9388
8	9389
10	9390
30	9391
10	9392
8	9393
10	9394
10	9395
10	9396
10	9397
10	9398
8	9399
10	9400
6	9401
10	9402
10	9403
10	9404
10	9405
10	9406
10	9407
10	9408
10	9409
8	9410
12	9411
10	9412
10	9413
10	9414
20	9415
16	9416
10	9417
10	9418
10	9419
8	9420
8	9421
10	9422
8	9423
10	9424
6	9425
10	9426
8	9427
10	9428
8	9429
10	9430
6	9431
10	9432
10	9433
8	9434
8	9435
10	9436
10	9437
10	9438
10	9439
10	9440
10	9441
10	9442
6	9443
6	9444
10	9445
10	9446
8	9447
10	9448
8	9449
8	9450
8	9451
8	9452
10	9453
6	9454
6	9455
10	9456
8	9457
10	9458
10	9459
6	9460
10	9461
8	9462
10	9463
8	9464
10	9465
10	9466
10	9467
6	9468
10	9469
10	9470
8	9471
10	9472
4	9473
10	9474
8	9475
8	9476
6	9477
6	9478
10	9479
10	9480
10	9481
8	9482
10	9483
10	9484
10	9485
10	9486
10	9487
10	9488
6	9489
10	9490
10	9491
6	9492
10	9493
10	9494
6	9495
8	9496
10	9497
10	9498
8	9499
18	9500
10	9501
8	9502
6	9503
6	9504
8	9505
10	9506
8	9507
6	9508
10	9509
10	9510
6	9511
8	9512
6	9513
6	9514
6	9515
6	9516
10	9517
20	9518
10	9519
10	9520
8	9521
8	9522
10	9523
6	9524
10	9525
8	9526
10	9527
6	9528
10	9529
10	9530
10	9531
8	9532
20	9533
6	9534
8	9535
10	9536
10	9537
10	9538
10	9539
10	9540
10	9541
8	9542
6	9543
10	9544
6	9545
10	9546
6	9547
10	9548
10	9549
8	9550
10	9551
10	9552
10	9553
8	9554
6	9555
10	9556
10	9557
8	9558
8	9559
10	9560
10	9561
6	9562
10	9563
8	9564
14	9565
6	9566
10	9567
10	9568
8	9569
6	9570
8	9571
10	9572
10	9573
10	9574
10	9575
10	9576
10	9577
8	9578
10	9579
10	9580
8	9581
8	9582
10	9583
6	9584
6	9585
8	9586
10	9587
10	9588
10	9589
8	9590
10	9591
10	9592
10	9593
8	9594
8	9595
10	9596
10	9597
6	9598
10	9599
10	9600
10	9601
8	9602
8	9603
10	9604
8	9605
6	9606
10	9607
6	9608
10	9609
8	9610
10	9611
8	9612
10	9613
10	9614
10	9615
8	9616
10	9617
2	9618
6	9619
10	9620
10	9621
10	9622
12	9623
10	9624
8	9625
4	9626
8	9627
8	9628
10	9629
8	9630
8	9631
10	9632
10	9633
10	9634
10	9635
10	9636
10	9637
2	9638
4	9639
6	9640
10	9641
10	9642
8	9643
10	9644
18	9645
10	9646
30	9647
30	9648
8	9649
8	9650
16	9651
10	9652
10	9653
10	9654
8	9655
8	9656
10	9657
10	9658
8	9659
10	9660
6	9661
8	9662
6	9663
10	9664
10	9665
10	9666
10	9667
8	9668
6	9669
10	9670
8	9671
4	9672
8	9673
6	9674
6	9675
8	9676
6	9677
8	9678
8	9679
6	9680
10	9681
6	9682
8	9683
2	9684
36	9685
10	9686
8	9687
10	9688
10	9689
10	9690
10	9691
10	9692
8	9693
8	9694
8	9695
10	9696
10	9697
10	9698
10	9699
10	9700
10	9701
10	9702
8	9703
10	9704
10	9705
4	9706
4	9707
12	9708
10	9709
8	9710
10	9711
10	9712
10	9713
4	9714
10	9715
10	9716
10	9717
8	9718
8	9719
8	9720
10	9721
8	9722
8	9723
10	9724
10	9725
10	9726
10	9727
10	9728
6	9729
8	9730
8	9731
20	9732
10	9733
10	9734
10	9735
10	9736
10	9737
10	9738
10	9739
10	9740
8	9741
10	9742
10	9743
10	9744
10	9745
10	9746
10	9747
28	9748
10	9749
10	9750
10	9751
10	9752
10	9753
10	9754
10	9755
10	9756
10	9757
10	9758
10	9759
10	9760
10	9761
20	9762
10	9763
10	9764
10	9765
10	9766
10	9767
10	9768
8	9769
10	9770
8	9771
10	9772
24	9773
10	9774
8	9775
10	9776
8	9777
10	9778
8	9779
10	9780
8	9781
10	9782
8	9783
8	9784
6	9785
10	9786
10	9787
10	9788
10	9789
8	9790
10	9791
10	9792
10	9793
8	9794
10	9795
10	9796
4	9797
10	9798
20	9799
6	9800
10	9801
10	9802
10	9803
10	9804
10	9805
10	9806
10	9807
10	9808
8	9809
8	9810
16	9811
10	9812
6	9813
20	9814
8	9815
8	9816
10	9817
8	9818
6	9819
8	9820
8	9821
6	9822
8	9823
6	9824
10	9825
10	9826
10	9827
10	9828
10	9829
10	9830
10	9831
10	9832
10	9833
10	9834
10	9835
10	9836
10	9837
10	9838
4	9839
10	9840
4	9841
10	9842
8	9843
6	9844
10	9845
14	9846
10	9847
14	9848
8	9849
6	9850
6	9851
8	9852
8	9853
10	9854
10	9855
10	9856
8	9857
10	9858
10	9859
10	9860
10	9861
10	9862
10	9863
10	9864
10	9865
10	9866
28	9867
18	9868
18	9869
20	9870
18	9871
16	9872
16	9873
20	9874
16	9875
14	9876
20	9877
18	9878
20	9879
18	9880
18	9881
16	9882
16	9883
18	9884
18	9885
18	9886
20	9887
8	9888
6	9889
14	9890
4	9891
8	9892
4	9893
12	9894
16	9895
12	9896
6	9897
18	9898
10	9899
14	9900
6	9901
16	9902
12	9903
16	9904
18	9905
10	9906
10	9907
12	9908
8	9909
10	9910
12	9911
12	9912
18	9913
8	9914
8	9915
16	9916
10	9917
10	9918
12	9919
6	9920
6	9921
12	9922
20	9923
10	9924
6	9925
8	9926
6	9927
10	9928
10	9929
6	9930
8	9931
10	9932
8	9933
10	9934
10	9935
8	9936
6	9937
10	9938
12	9939
6	9940
10	9941
10	9942
20	9943
10	9944
10	9945
20	9946
10	9947
2	9948
14	9949
10	9950
10	9951
8	9952
10	9953
10	9954
10	9955
10	9956
10	9957
10	9958
10	9959
10	9960
10	9961
10	9962
8	9963
8	9964
10	9965
6	9966
8	9967
10	9968
10	9969
8	9970
10	9971
10	9972
10	9973
6	9974
6	9975
10	9976
10	9977
8	9978
10	9979
10	9980
10	9981
14	9982
10	9983
6	9984
10	9985
10	9986
10	9987
10	9988
10	9989
8	9990
6	9991
10	9992
10	9993
8	9994
10	9995
6	9996
10	9997
8	9998
10	9999
10	10000
8	10001
10	10002
8	10003
10	10004
10	10005
10	10006
10	10007
10	10008
10	10009
10	10010
10	10011
10	10012
8	10013
10	10014
10	10015
10	10016
10	10017
10	10018
10	10019
10	10020
10	10021
8	10022
10	10023
10	10024
6	10025
10	10026
10	10027
10	10028
10	10029
8	10030
10	10031
6	10032
10	10033
10	10034
10	10035
10	10036
10	10037
10	10038
10	10039
10	10040
10	10041
10	10042
24	10043
10	10044
10	10045
10	10046
10	10047
10	10048
10	10049
8	10050
10	10051
6	10052
4	10053
4	10054
10	10055
16	10056
10	10057
8	10058
6	10059
10	10060
8	10061
10	10062
10	10063
6	10064
8	10065
28	10066
18	10067
6	10068
10	10069
8	10070
10	10071
6	10072
10	10073
10	10074
10	10075
10	10076
10	10077
10	10078
10	10079
10	10080
8	10081
6	10082
6	10083
10	10084
10	10085
8	10086
10	10087
10	10088
8	10089
8	10090
8	10091
10	10092
12	10093
8	10094
10	10095
10	10096
12	10097
10	10098
10	10099
10	10100
10	10101
10	10102
10	10103
2	10104
8	10105
10	10106
10	10107
8	10108
8	10109
6	10110
8	10111
10	10112
6	10113
8	10114
16	10115
10	10116
10	10117
6	10118
10	10119
20	10120
18	10121
6	10122
10	10123
10	10124
10	10125
10	10126
8	10127
6	10128
6	10129
10	10130
10	10131
8	10132
18	10133
10	10134
10	10135
20	10136
10	10137
6	10138
10	10139
8	10140
10	10141
16	10142
6	10143
8	10144
8	10145
8	10146
8	10147
4	10148
2	10149
2	10150
2	10151
4	10152
8	10153
4	10154
2	10155
2	10156
2	10157
4	10158
8	10159
8	10160
6	10161
2	10162
6	10163
4	10164
2	10165
8	10166
4	10167
4	10168
10	10169
10	10170
10	10171
10	10172
10	10173
10	10174
10	10175
10	10176
10	10177
10	10178
10	10179
10	10180
8	10181
10	10182
10	10183
8	10184
10	10185
10	10186
10	10187
10	10188
8	10189
10	10190
10	10191
10	10192
6	10193
8	10194
10	10195
8	10196
10	10197
10	10198
10	10199
10	10200
10	10201
10	10202
10	10203
10	10204
10	10205
10	10206
8	10207
10	10208
8	10209
6	10210
10	10211
8	10212
8	10213
8	10214
10	10215
8	10216
10	10217
8	10218
10	10219
8	10220
8	10221
8	10222
6	10223
10	10224
8	10225
10	10226
6	10227
2	10228
10	10229
8	10230
10	10231
6	10232
2	10233
10	10234
10	10235
8	10236
12	10237
10	10238
38	10239
10	10240
20	10241
10	10242
8	10243
2	10244
10	10245
10	10246
10	10247
8	10248
10	10249
6	10250
10	10251
10	10252
20	10253
10	10254
10	10255
10	10256
8	10257
20	10258
10	10259
8	10260
10	10261
10	10262
6	10263
10	10264
30	10265
10	10266
10	10267
10	10268
8	10269
10	10270
8	10271
10	10272
8	10273
10	10274
10	10275
16	10276
10	10277
40	10278
10	10279
10	10280
10	10281
6	10282
10	10283
10	10284
10	10285
10	10286
6	10287
8	10288
10	10289
10	10290
10	10291
10	10292
10	10293
8	10294
8	10295
6	10296
6	10297
10	10298
14	10299
10	10300
10	10301
10	10302
10	10303
4	10304
10	10305
10	10306
4	10307
10	10308
10	10309
6	10310
10	10311
10	10312
10	10313
4	10314
6	10315
10	10316
10	10317
6	10318
10	10319
8	10320
10	10321
10	10322
10	10323
10	10324
8	10325
6	10326
10	10327
10	10328
10	10329
8	10330
10	10331
10	10332
10	10333
10	10334
10	10335
10	10336
10	10337
10	10338
30	10339
6	10340
10	10341
8	10342
18	10343
8	10344
10	10345
10	10346
10	10347
8	10348
10	10349
8	10350
10	10351
10	10352
10	10353
10	10354
2	10355
10	10356
8	10357
10	10358
8	10359
10	10360
8	10361
8	10362
10	10363
10	10364
10	10365
6	10366
10	10367
10	10368
10	10369
10	10370
10	10371
10	10372
10	10373
10	10374
10	10375
6	10376
10	10377
8	10378
8	10379
10	10380
10	10381
10	10382
10	10383
10	10384
10	10385
10	10386
14	10387
10	10388
10	10389
8	10390
6	10391
6	10392
10	10393
10	10394
10	10395
8	10396
10	10397
4	10398
10	10399
8	10400
6	10401
6	10402
6	10403
10	10404
8	10405
10	10406
10	10407
28	10408
8	10409
8	10410
8	10411
10	10412
10	10413
12	10414
10	10415
10	10416
8	10417
6	10418
6	10419
8	10420
6	10421
10	10422
8	10423
14	10424
10	10425
6	10426
10	10427
10	10428
6	10429
6	10430
10	10431
12	10432
8	10433
20	10434
10	10435
10	10436
10	10437
10	10438
6	10439
8	10440
10	10441
16	10442
10	10443
14	10444
10	10445
20	10446
10	10447
10	10448
10	10449
10	10450
6	10451
10	10452
10	10453
6	10454
16	10455
8	10456
8	10457
10	10458
8	10459
10	10460
16	10461
10	10462
10	10463
8	10464
8	10465
10	10466
10	10467
10	10468
10	10469
10	10470
10	10471
8	10472
10	10473
18	10474
6	10475
4	10476
6	10477
10	10478
24	10479
26	10480
12	10481
2	10482
10	10483
10	10484
10	10485
4	10486
10	10487
8	10488
10	10489
6	10490
6	10491
6	10492
12	10493
10	10494
8	10495
10	10496
8	10497
8	10498
10	10499
28	10500
10	10501
10	10502
10	10503
10	10504
8	10505
10	10506
10	10507
10	10508
10	10509
8	10510
8	10511
6	10512
6	10513
10	10514
10	10515
6	10516
10	10517
10	10518
8	10519
10	10520
6	10521
10	10522
6	10523
10	10524
10	10525
4	10526
8	10527
18	10528
14	10529
10	10530
8	10531
6	10532
8	10533
4	10534
6	10535
14	10536
6	10537
8	10538
16	10539
14	10540
8	10541
10	10542
8	10543
10	10544
6	10545
14	10546
4	10547
10	10548
12	10549
8	10550
8	10551
10	10552
10	10553
10	10554
8	10555
8	10556
10	10557
10	10558
6	10559
10	10560
10	10561
10	10562
6	10563
10	10564
18	10565
6	10566
4	10567
10	10568
4	10569
6	10570
4	10571
10	10572
10	10573
6	10574
10	10575
6	10576
6	10577
8	10578
10	10579
6	10580
10	10581
10	10582
10	10583
8	10584
10	10585
10	10586
20	10587
10	10588
8	10589
14	10590
6	10591
10	10592
2	10593
20	10594
10	10595
10	10596
6	10597
6	10598
10	10599
8	10600
10	10601
10	10602
8	10603
10	10604
10	10605
10	10606
10	10607
18	10608
10	10609
10	10610
10	10611
10	10612
10	10613
10	10614
8	10615
16	10616
10	10617
8	10618
10	10619
20	10620
10	10621
10	10622
10	10623
10	10624
10	10625
8	10626
12	10627
10	10628
8	10629
10	10630
8	10631
10	10632
20	10633
10	10634
8	10635
6	10636
8	10637
10	10638
10	10639
10	10640
10	10641
10	10642
10	10643
6	10644
6	10645
8	10646
10	10647
6	10648
10	10649
6	10650
10	10651
8	10652
10	10653
10	10654
8	10655
8	10656
8	10657
10	10658
10	10659
10	10660
10	10661
10	10662
10	10663
6	10664
8	10665
4	10666
8	10667
6	10668
10	10669
10	10670
14	10671
8	10672
10	10673
8	10674
10	10675
10	10676
10	10677
6	10678
10	10679
10	10680
8	10681
6	10682
6	10683
8	10684
10	10685
6	10686
10	10687
10	10688
10	10689
10	10690
6	10691
8	10692
10	10693
8	10694
8	10695
10	10696
10	10697
10	10698
8	10699
6	10700
4	10701
2	10702
10	10703
10	10704
10	10705
6	10706
10	10707
6	10708
10	10709
10	10710
10	10711
10	10712
8	10713
6	10714
10	10715
4	10716
10	10717
8	10718
6	10719
10	10720
10	10721
6	10722
4	10723
8	10724
10	10725
10	10726
10	10727
18	10728
4	10729
6	10730
10	10731
10	10732
10	10733
8	10734
8	10735
8	10736
4	10737
6	10738
10	10739
16	10740
6	10741
10	10742
10	10743
8	10744
8	10745
6	10746
10	10747
10	10748
10	10749
10	10750
8	10751
8	10752
20	10753
10	10754
10	10755
10	10756
18	10757
10	10758
8	10759
10	10760
6	10761
8	10762
10	10763
10	10764
18	10765
10	10766
10	10767
6	10768
10	10769
10	10770
10	10771
10	10772
10	10773
10	10774
10	10775
10	10776
10	10777
6	10778
10	10779
10	10780
6	10781
8	10782
8	10783
10	10784
6	10785
8	10786
8	10787
10	10788
8	10789
10	10790
8	10791
10	10792
8	10793
10	10794
8	10795
8	10796
10	10797
10	10798
10	10799
10	10800
10	10801
18	10802
10	10803
8	10804
8	10805
8	10806
6	10807
6	10808
10	10809
10	10810
18	10811
10	10812
10	10813
8	10814
10	10815
10	10816
8	10817
6	10818
10	10819
10	10820
10	10821
10	10822
8	10823
8	10824
6	10825
8	10826
10	10827
10	10828
6	10829
8	10830
10	10831
8	10832
10	10833
8	10834
10	10835
10	10836
4	10837
10	10838
10	10839
6	10840
8	10841
4	10842
6	10843
10	10844
8	10845
6	10846
10	10847
6	10848
10	10849
6	10850
10	10851
8	10852
6	10853
6	10854
6	10855
6	10856
10	10857
10	10858
10	10859
10	10860
4	10861
10	10862
8	10863
10	10864
10	10865
6	10866
6	10867
20	10868
10	10869
10	10870
10	10871
8	10872
6	10873
2	10874
10	10875
6	10876
10	10877
10	10878
10	10879
6	10880
10	10881
8	10882
10	10883
10	10884
8	10885
8	10886
4	10887
10	10888
2	10889
10	10890
6	10891
8	10892
8	10893
6	10894
8	10895
16	10896
10	10897
10	10898
10	10899
10	10900
4	10901
10	10902
10	10903
10	10904
10	10905
10	10906
8	10907
10	10908
10	10909
10	10910
8	10911
10	10912
10	10913
10	10914
8	10915
8	10916
10	10917
10	10918
20	10919
10	10920
10	10921
10	10922
6	10923
10	10924
10	10925
8	10926
6	10927
10	10928
10	10929
4	10930
10	10931
8	10932
6	10933
10	10934
6	10935
10	10936
8	10937
2	10938
8	10939
10	10940
10	10941
8	10942
10	10943
6	10944
10	10945
6	10946
10	10947
10	10948
6	10949
8	10950
8	10951
10	10952
8	10953
10	10954
8	10955
8	10956
10	10957
10	10958
8	10959
10	10960
6	10961
10	10962
8	10963
10	10964
6	10965
8	10966
6	10967
6	10968
10	10969
40	10970
10	10971
10	10972
8	10973
10	10974
10	10975
20	10976
8	10977
6	10978
6	10979
6	10980
4	10981
8	10982
8	10983
10	10984
10	10985
6	10986
10	10987
16	10988
14	10989
8	10990
6	10991
8	10992
8	10993
8	10994
8	10995
8	10996
6	10997
8	10998
10	10999
10	11000
10	11001
10	11002
8	11003
6	11004
10	11005
8	11006
10	11007
10	11008
8	11009
10	11010
6	11011
8	11012
8	11013
8	11014
10	11015
10	11016
6	11017
10	11018
14	11019
10	11020
6	11021
10	11022
16	11023
8	11024
10	11025
10	11026
8	11027
10	11028
10	11029
10	11030
16	11031
4	11032
10	11033
4	11034
10	11035
10	11036
10	11037
10	11038
10	11039
8	11040
10	11041
10	11042
10	11043
8	11044
10	11045
6	11046
10	11047
10	11048
6	11049
6	11050
10	11051
8	11052
8	11053
10	11054
10	11055
4	11056
10	11057
8	11058
10	11059
8	11060
10	11061
8	11062
10	11063
8	11064
10	11065
10	11066
10	11067
6	11068
8	11069
6	11070
6	11071
6	11072
20	11073
10	11074
8	11075
8	11076
10	11077
10	11078
10	11079
10	11080
20	11081
10	11082
8	11083
16	11084
8	11085
10	11086
10	11087
8	11088
10	11089
8	11090
8	11091
8	11092
6	11093
10	11094
6	11095
6	11096
10	11097
10	11098
18	11099
14	11100
10	11101
10	11102
10	11103
8	11104
8	11105
10	11106
6	11107
8	11108
10	11109
10	11110
10	11111
8	11112
6	11113
8	11114
6	11115
10	11116
10	11117
10	11118
8	11119
8	11120
12	11121
10	11122
10	11123
10	11124
8	11125
4	11126
8	11127
6	11128
10	11129
10	11130
10	11131
10	11132
2	11133
8	11134
10	11135
10	11136
8	11137
10	11138
6	11139
10	11140
10	11141
8	11142
8	11143
10	11144
10	11145
6	11146
10	11147
8	11148
8	11149
10	11150
6	11151
10	11152
10	11153
10	11154
8	11155
10	11156
10	11157
12	11158
8	11159
10	11160
10	11161
6	11162
8	11163
8	11164
8	11165
10	11166
10	11167
10	11168
10	11169
8	11170
10	11171
10	11172
20	11173
8	11174
10	11175
10	11176
10	11177
10	11178
10	11179
10	11180
10	11181
8	11182
6	11183
10	11184
10	11185
6	11186
10	11187
10	11188
10	11189
10	11190
8	11191
10	11192
10	11193
8	11194
10	11195
6	11196
10	11197
6	11198
10	11199
10	11200
8	11201
8	11202
8	11203
8	11204
10	11205
10	11206
10	11207
12	11208
2	11209
8	11210
10	11211
10	11212
8	11213
8	11214
10	11215
10	11216
8	11217
8	11218
6	11219
10	11220
10	11221
10	11222
10	11223
20	11224
10	11225
10	11226
10	11227
10	11228
4	11229
6	11230
6	11231
2	11232
4	11233
4	11234
8	11235
10	11236
10	11237
10	11238
10	11239
10	11240
10	11241
10	11242
10	11243
10	11244
10	11245
14	11246
8	11247
10	11248
8	11249
8	11250
8	11251
10	11252
6	11253
6	11254
10	11255
10	11256
10	11257
10	11258
10	11259
10	11260
10	11261
6	11262
10	11263
6	11264
8	11265
6	11266
8	11267
10	11268
20	11269
8	11270
8	11271
10	11272
10	11273
6	11274
10	11275
8	11276
10	11277
10	11278
8	11279
10	11280
10	11281
10	11282
12	11283
10	11284
8	11285
8	11286
10	11287
10	11288
10	11289
8	11290
8	11291
8	11292
8	11293
10	11294
10	11295
18	11296
16	11297
8	11298
20	11299
20	11300
6	11301
8	11302
10	11303
6	11304
10	11305
8	11306
6	11307
6	11308
10	11309
10	11310
6	11311
4	11312
4	11313
10	11314
8	11315
10	11316
10	11317
18	11318
8	11319
12	11320
8	11321
10	11322
6	11323
6	11324
6	11325
8	11326
8	11327
6	11328
8	11329
8	11330
6	11331
6	11332
6	11333
6	11334
10	11335
8	11336
10	11337
10	11338
10	11339
10	11340
10	11341
10	11342
10	11343
10	11344
6	11345
10	11346
10	11347
8	11348
8	11349
10	11350
10	11351
8	11352
6	11353
10	11354
10	11355
10	11356
20	11357
6	11358
10	11359
12	11360
10	11361
10	11362
6	11363
8	11364
10	11365
16	11366
10	11367
10	11368
18	11369
8	11370
8	11371
10	11372
8	11373
10	11374
16	11375
10	11376
10	11377
10	11378
10	11379
8	11380
8	11381
16	11382
20	11383
8	11384
2	11385
8	11386
10	11387
10	11388
10	11389
10	11390
10	11391
10	11392
10	11393
6	11394
